AGENCY_NAME,data_year,Aggravated Assault,All Other Offenses (Except Traffic),Arson,Burglary,Curfew and Loitering Law Violations,Disorderly Conduct,Driving Under the Influence,Drug Abuse Violations - Grand Total,Drunkenness,Embezzlement,Forgery and Counterfeiting,Fraud,Gambling - Total,Human Trafficking - Commercial Sex Acts,Human Trafficking - Involuntary Servitude,Larceny - Theft,Liquor Laws,Manslaughter by Negligence,Motor Vehicle Theft,Murder and Nonnegligent Manslaughter,Offenses Against the Family and Children,Prostitution and Commercialized Vice,Rape,Robbery,Simple Assault,"Stolen Property: Buying, Receiving, Possessing",Suspicion,Vagrancy,Vandalism,"Weapons: Carrying, Possessing, Etc.","Sex Offenses (Except Rape, and Prostitution and Commercialized Vice)"
Sequoias Community College District Police Department,2017,1,20,4,1,0,0,1,5,2,0,0,5,0,0,0,3,6,0,0,0,0,0,0,0,4,1,0,0,3,1,0
Sequoias Community College District Police Department,2018,1,23,2,2,0,1,0,7,1,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,5,0,0,0,0,4,0
Sequoias Community College District Police Department,2019,1,21,0,2,0,1,0,8,1,0,0,11,0,0,0,0,9,0,0,0,0,0,0,0,1,0,0,0,1,0,1
Sequoias Community College District Police Department,2020,2,8,0,0,0,0,0,12,0,0,0,1,0,0,0,2,13,0,0,0,0,0,0,0,3,0,0,0,0,1,0
Sequoias Community College District Police Department,2022,0,21,0,0,0,0,0,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Shafter Police Department,2017,42,348,1,21,1,0,52,173,40,1,4,9,0,0,0,10,2,0,11,0,0,0,0,4,75,15,0,2,8,17,3
Shafter Police Department,2018,51,345,0,14,0,0,53,160,34,0,2,1,0,0,0,7,1,0,6,0,0,0,0,4,64,13,0,0,10,13,7
Shafter Police Department,2019,65,350,0,15,0,5,71,185,43,1,8,1,0,0,0,12,0,0,5,0,0,0,0,4,78,9,0,1,10,12,3
Shafter Police Department,2020,53,592,2,22,0,0,105,247,61,0,2,3,0,0,0,18,0,1,4,0,0,0,1,7,70,17,0,1,4,19,0
Shafter Police Department,2022,57,682,1,17,0,26,48,142,32,1,1,6,0,0,0,16,0,0,6,0,0,0,0,6,72,13,0,0,6,26,4
Shasta County Marshal,2017,3,6,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,7,0
Shasta County Marshal,2018,3,3,0,1,0,1,0,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,4,0
Shasta County Marshal,2019,2,2,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
Shasta County Marshal,2020,1,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
Shasta County Sheriff's Department,2017,7,227,1,8,0,3,1,116,0,0,0,2,0,0,0,15,10,0,1,0,0,0,0,1,22,3,0,0,0,12,6
Shasta County Sheriff's Department,2018,5,210,0,3,0,0,3,107,0,0,0,4,0,0,0,6,0,0,1,0,0,0,1,0,18,3,0,0,4,2,4
Shasta County Sheriff's Department,2019,0,284,0,2,0,0,3,130,0,0,0,6,0,0,0,4,0,0,0,0,0,0,0,1,18,4,0,0,3,0,0
Shasta County Sheriff's Department,2020,2,214,0,1,0,0,1,164,2,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,8,0,0,0,0,3,0
Shasta County Sheriff's Department,2022,0,123,0,0,0,1,2,93,0,0,0,1,0,0,0,3,0,0,0,0,1,0,0,0,3,1,0,0,1,4,0
Sierra County Sheriff's Department,2017,17,23,1,7,0,0,20,9,5,1,0,0,0,0,0,2,0,0,3,2,0,1,0,1,6,0,0,0,0,2,2
Sierra County Sheriff's Department,2018,9,21,2,3,0,0,18,16,6,0,2,0,0,0,0,2,0,0,4,0,2,0,0,0,9,1,0,0,4,0,7
Sierra County Sheriff's Department,2019,12,20,2,2,0,0,26,5,9,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,1,0,0,3,1,3
Sierra County Sheriff's Department,2020,12,11,2,4,0,0,25,19,5,0,1,1,0,0,0,2,0,0,0,1,1,0,1,0,10,1,0,0,3,1,0
Sierra County Sheriff's Department,2022,5,6,3,2,0,1,12,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0
Sierra Madre Police Department,2017,6,13,0,1,0,0,16,19,13,0,1,0,0,0,0,2,1,0,1,0,0,0,0,0,6,2,0,0,0,0,1
Sierra Madre Police Department,2018,8,21,0,3,0,0,7,23,11,0,1,1,0,0,0,2,0,0,4,0,0,0,0,0,2,3,0,1,1,4,2
Sierra Madre Police Department,2019,7,11,0,1,0,0,11,20,6,0,4,0,0,0,0,4,1,0,0,0,0,0,0,0,7,4,0,1,1,0,0
Sierra Madre Police Department,2020,4,13,4,5,0,0,6,32,12,0,5,1,0,0,0,4,1,0,2,0,0,0,1,1,9,3,0,0,1,2,0
Sierra Madre Police Department,2022,4,12,0,4,0,4,11,10,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,2,5,0
Signal Hill Police Department,2017,25,128,0,29,1,0,173,229,0,1,4,8,0,0,0,85,0,0,21,0,0,2,1,12,37,4,0,2,5,22,1
Signal Hill Police Department,2018,37,84,1,24,0,0,134,151,1,0,5,2,0,0,0,56,0,0,14,0,1,1,2,9,33,10,0,1,8,16,9
Signal Hill Police Department,2019,41,84,1,25,0,0,161,146,1,0,4,3,0,0,0,79,1,0,13,0,0,0,0,7,37,6,0,1,10,7,0
Signal Hill Police Department,2020,32,131,2,25,0,0,76,99,0,0,1,2,0,0,0,57,3,0,13,0,0,0,0,13,36,3,0,2,9,14,1
Signal Hill Police Department,2022,33,159,0,22,0,8,66,122,0,3,3,24,0,0,0,43,2,0,15,0,0,0,0,15,33,12,0,0,4,12,2
Simi Valley Police Department,2017,157,570,1,94,1,10,336,523,147,3,9,23,0,0,0,158,7,1,28,1,0,0,9,24,156,6,0,16,55,40,11
Simi Valley Police Department,2018,145,683,0,89,0,9,312,625,159,1,6,18,0,0,0,105,10,1,32,1,0,0,4,33,154,13,0,11,56,30,17
Simi Valley Police Department,2019,112,695,3,81,0,6,255,546,143,1,14,21,0,0,0,122,8,0,15,1,0,1,2,26,190,11,0,5,42,30,16
Simi Valley Police Department,2020,113,437,1,62,0,3,155,479,77,0,6,6,0,0,0,88,3,0,17,4,0,0,1,14,131,4,0,6,37,34,7
Simi Valley Police Department,2022,99,316,0,34,0,11,117,216,58,0,2,9,0,0,0,67,1,0,7,2,0,0,1,8,112,6,0,8,26,23,9
Siskiyou County Sheriff's Department,2017,71,475,0,21,0,1,34,152,12,1,3,3,0,0,0,13,1,0,10,3,0,0,4,2,84,5,0,1,15,30,9
Siskiyou County Sheriff's Department,2018,91,398,2,19,0,0,15,128,0,2,1,2,0,0,0,7,0,0,9,3,1,0,3,1,57,4,0,3,10,34,6
Siskiyou County Sheriff's Department,2019,94,412,0,14,0,3,12,104,0,0,1,4,0,0,0,12,3,0,5,2,0,0,2,4,65,5,0,2,4,30,6
Siskiyou County Sheriff's Department,2020,69,314,3,16,0,2,10,125,1,0,3,2,0,0,0,9,0,0,11,2,0,0,0,2,62,6,0,1,14,30,4
Siskiyou County Sheriff's Department,2022,44,175,1,3,0,0,0,50,0,0,0,1,0,0,0,1,0,0,6,0,0,0,2,2,26,2,0,2,10,20,3
Solano County Sheriff's Department,2017,131,1270,4,46,0,2,63,386,22,0,12,21,0,0,0,47,3,0,43,3,0,2,4,17,116,47,0,3,18,44,15
Solano County Sheriff's Department,2018,164,1033,1,39,0,2,69,507,16,2,9,12,0,0,0,52,1,0,60,2,0,5,8,19,106,24,0,11,17,67,16
Solano County Sheriff's Department,2019,70,1528,0,14,0,0,8,196,6,2,2,3,0,0,0,20,0,0,32,0,1,0,2,6,63,31,0,0,15,36,6
Solano County Sheriff's Department,2020,71,963,1,12,0,2,17,268,6,1,1,6,0,0,0,16,0,0,49,2,0,2,1,1,47,17,0,1,7,60,8
Solano County Sheriff's Department,2022,69,834,2,12,0,0,10,171,5,2,4,5,0,0,0,12,0,0,27,1,0,7,1,1,37,38,0,0,6,26,6
Soledad Police Department,2017,50,108,0,20,0,7,37,88,30,1,2,4,0,0,0,2,6,0,6,0,0,0,0,4,74,5,0,0,5,14,4
Soledad Police Department,2018,41,158,0,7,0,2,41,92,10,0,13,5,0,0,0,2,3,0,10,0,0,0,2,4,76,1,0,2,5,26,5
Soledad Police Department,2019,36,115,0,11,0,2,37,51,9,0,4,0,0,0,0,6,4,0,1,0,0,0,3,9,63,1,0,1,12,18,7
Soledad Police Department,2020,28,117,2,9,0,1,42,80,4,0,1,10,0,0,0,5,0,0,6,0,0,0,1,3,62,2,0,1,8,11,9
Soledad Police Department,2021,20,142,1,0,0,13,53,39,0,0,1,6,0,0,0,2,1,0,0,1,0,0,0,2,27,0,0,0,3,12,2
Soledad Police Department,2022,18,143,0,4,0,14,80,28,0,0,2,2,0,0,0,4,2,0,3,0,0,0,0,2,39,1,0,2,6,38,0
Sonoma County Sheriff's Department,2017,376,1027,5,89,0,12,49,982,172,0,17,18,1,0,0,49,15,0,18,6,2,1,18,35,356,51,0,5,51,94,35
Sonoma County Sheriff's Department,2018,338,1151,3,128,0,4,31,1035,133,1,18,11,0,0,0,51,4,0,15,7,1,0,18,24,374,75,0,9,47,88,49
Sonoma County Sheriff's Department,2019,346,855,2,106,0,7,13,727,125,0,21,16,0,0,0,62,5,0,11,0,2,0,11,28,307,61,0,14,42,78,28
Sonoma County Sheriff's Department,2020,274,636,8,89,0,4,7,392,53,1,12,10,0,0,0,33,2,0,27,0,6,1,8,19,294,57,0,3,33,50,22
Sonoma County Sheriff's Department,2022,161,489,6,38,0,58,1,186,23,2,3,13,0,0,0,34,1,0,13,4,0,0,3,23,292,48,0,5,42,62,6
Sonora Police Department,2017,31,91,1,15,0,7,51,65,76,2,0,6,0,0,0,62,2,0,2,0,0,0,0,1,58,6,0,3,5,9,2
Sonora Police Department,2018,37,134,3,22,0,4,46,52,70,1,1,5,0,0,0,51,14,0,4,0,0,0,1,3,47,1,0,2,13,5,0
Sonora Police Department,2019,39,214,1,23,0,4,67,101,75,0,2,2,0,0,0,41,3,0,3,0,0,0,0,4,58,1,0,1,11,14,3
Sonora Police Department,2020,41,257,6,28,0,5,36,95,86,0,1,4,0,0,0,42,1,0,0,0,0,0,1,5,43,4,0,1,10,12,1
Sonora Police Department,2022,28,171,6,21,0,31,60,80,57,0,1,1,0,0,0,30,5,0,0,0,0,0,1,1,43,7,0,0,13,10,3
South Gate Police Department,2017,266,377,2,197,0,1,98,603,188,2,6,12,0,0,0,158,0,0,201,1,1,2,5,80,174,35,0,1,76,76,40
South Gate Police Department,2018,264,414,5,121,0,1,184,550,212,1,3,12,3,0,0,161,0,0,113,1,0,3,4,72,190,14,0,0,104,77,35
South Gate Police Department,2019,228,400,1,123,0,2,161,572,128,6,4,8,5,0,0,135,0,0,95,6,0,1,6,69,168,17,0,0,102,70,35
South Gate Police Department,2020,162,136,1,56,0,0,90,174,66,0,3,0,1,0,0,55,0,0,56,2,0,0,3,50,75,4,0,0,52,37,20
South Gate Police Department,2022,212,236,5,64,0,1,181,162,90,1,1,4,0,0,0,82,0,0,69,4,1,0,4,58,109,9,0,0,60,66,9
South Lake Tahoe Police Department,2017,113,156,3,30,0,5,129,127,152,1,3,6,0,0,0,28,11,1,6,2,0,0,1,5,91,18,0,2,17,13,7
South Lake Tahoe Police Department,2018,112,122,1,33,0,2,140,85,186,1,1,6,0,0,0,23,8,0,12,3,0,0,6,15,75,6,0,7,14,27,5
South Lake Tahoe Police Department,2019,127,140,0,24,0,5,114,89,168,4,1,5,0,0,0,27,7,0,6,1,0,0,3,12,110,11,0,2,19,21,12
South Lake Tahoe Police Department,2020,120,132,0,36,0,10,144,64,154,1,0,2,0,0,0,17,5,0,15,1,1,0,2,17,118,10,0,2,21,18,3
South Lake Tahoe Police Department,2022,86,82,3,17,0,31,142,33,41,0,0,6,0,0,0,9,0,0,8,0,0,0,1,10,94,2,0,0,24,11,3
South Pasadena Police Department,2017,17,330,0,73,0,1,80,72,38,0,1,2,0,0,0,15,3,0,5,1,1,0,1,3,33,1,0,1,8,8,5
South Pasadena Police Department,2018,12,264,0,43,0,1,110,69,33,0,0,3,0,0,0,14,1,0,7,1,0,0,2,4,37,0,0,5,12,9,6
South Pasadena Police Department,2019,23,248,2,65,0,0,56,94,53,0,0,3,0,0,0,26,3,0,6,0,0,0,0,5,38,2,0,2,17,3,6
South Pasadena Police Department,2020,5,139,2,42,8,2,31,61,26,0,0,4,0,0,0,23,0,0,10,0,1,0,0,4,25,4,0,2,7,0,4
South Pasadena Police Department,2022,14,67,1,12,0,18,65,33,4,0,5,4,0,0,0,32,0,0,3,0,0,0,0,4,23,2,0,1,9,3,0
South San Francisco Police Department,2017,153,237,2,59,0,0,132,302,193,6,10,11,0,0,0,44,8,0,18,0,0,2,5,25,104,19,0,1,15,54,7
South San Francisco Police Department,2018,132,219,1,76,0,3,109,320,196,1,6,13,0,0,0,42,12,0,7,0,0,1,0,16,74,21,0,0,17,31,8
South San Francisco Police Department,2019,144,295,2,103,0,2,115,355,185,5,6,10,0,0,0,28,12,0,11,2,0,0,3,30,68,27,0,4,22,52,8
South San Francisco Police Department,2020,117,192,0,79,0,3,109,274,110,3,3,11,0,0,0,18,0,0,12,0,0,5,4,25,61,20,0,2,29,37,10
South San Francisco Police Department,2022,71,699,4,18,0,100,140,203,11,1,3,41,0,0,0,48,4,1,2,0,0,1,6,14,124,46,0,3,19,44,1
St. Helena Police Department,2017,6,23,0,6,0,0,53,12,15,0,2,0,0,0,0,2,1,0,0,0,0,0,0,0,6,0,0,0,0,0,1
St. Helena Police Department,2018,8,19,0,1,0,0,54,5,9,0,3,0,0,0,0,1,2,0,0,0,0,0,0,0,6,3,0,0,0,0,0
St. Helena Police Department,2019,9,24,0,1,0,0,36,3,5,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,8,1,0,0,0,0,0
St. Helena Police Department,2020,11,12,0,2,0,0,21,11,3,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,8,2,0,0,2,1,0
St. Helena Police Department,2022,8,20,0,0,0,1,39,9,8,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,1,0
Stallion Springs Police Department,2017,1,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
Stallion Springs Police Department,2018,0,2,0,0,0,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stallion Springs Police Department,2019,2,1,0,2,0,0,5,14,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0
Stallion Springs Police Department,2020,4,5,0,0,0,0,17,22,1,0,2,1,0,0,0,0,0,0,1,0,0,0,1,4,5,2,0,0,1,10,1
Stallion Springs Police Department,2022,5,12,0,2,0,0,4,35,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,7,1
Stanislaus County Sheriff's Department,2017,524,784,1,37,0,7,13,389,37,1,9,24,0,0,0,41,9,0,34,7,0,0,11,35,353,81,0,3,68,163,13
Stanislaus County Sheriff's Department,2018,520,819,9,54,0,18,12,314,45,1,14,19,0,0,0,41,2,0,27,11,1,8,14,58,317,95,0,4,69,122,27
Stanislaus County Sheriff's Department,2019,479,697,10,50,1,14,13,289,32,1,9,13,0,0,0,26,6,0,16,11,6,3,8,42,337,79,0,1,67,127,32
Stanislaus County Sheriff's Department,2020,460,544,3,42,0,16,6,390,38,2,5,15,0,0,0,36,0,0,19,12,8,1,9,31,387,75,0,3,66,101,35
Stanislaus County Sheriff's Department,2022,449,669,11,55,0,16,38,310,15,6,5,7,1,0,0,27,2,0,7,4,2,38,16,41,335,80,0,5,61,118,40
Stockton Police Department,2017,1041,1637,32,209,0,25,425,500,862,5,15,52,4,0,0,250,8,3,51,23,1,28,27,269,875,321,0,6,165,515,86
Stockton Police Department,2018,1149,1755,19,203,0,11,493,496,651,7,7,27,0,0,0,230,11,3,47,23,22,46,31,314,804,239,0,5,171,486,77
Stockton Police Department,2019,1235,1758,28,221,0,12,489,436,336,6,10,26,0,0,0,219,6,1,47,13,0,48,26,283,852,227,0,1,183,515,100
Stockton Police Department,2020,1222,1354,26,119,0,6,443,246,292,4,15,13,1,0,0,143,8,0,30,23,1,24,30,261,748,202,0,1,211,558,110
Stockton Police Department,2021,555,954,14,103,0,448,398,161,0,7,8,30,0,1,1,137,4,0,121,11,1,28,27,127,575,115,0,3,212,398,32
Stockton Police Department,2022,608,1009,20,142,0,513,317,152,0,8,6,39,4,0,0,199,1,0,237,31,0,7,24,195,587,144,0,3,218,357,30
Stockton Unified School District Police,2017,18,22,1,32,3,106,2,82,22,0,0,0,0,0,0,16,0,0,1,0,2,0,0,8,153,4,0,1,13,30,5
Stockton Unified School District Police,2018,12,24,1,13,0,30,1,81,2,0,0,0,3,0,0,9,2,0,2,0,1,0,0,4,81,1,0,6,6,27,5
Stockton Unified School District Police,2019,20,43,1,11,0,7,1,27,5,0,0,0,3,0,0,3,2,0,2,0,0,0,0,16,63,3,0,4,4,14,10
Stockton Unified School District Police,2020,6,21,0,16,0,2,1,23,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,3,21,0,0,0,0,8,1
Stockton Unified School District Police,2022,7,6,0,5,0,1,0,3,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,2,7,0,0,0,1,7,0
Suisun Police Department,2017,104,88,2,28,0,2,48,173,19,1,1,9,0,0,0,31,3,0,15,1,0,0,1,12,82,5,0,3,12,12,11
Suisun Police Department,2018,59,107,1,9,0,1,49,87,49,2,1,1,0,0,0,21,1,0,5,3,2,0,3,8,76,0,0,0,13,9,10
Suisun Police Department,2019,67,92,2,12,0,5,46,102,21,0,3,8,0,0,0,11,0,0,9,0,2,1,1,6,70,2,0,1,13,12,6
Suisun Police Department,2020,88,211,7,17,0,3,56,134,27,0,2,1,0,0,0,15,0,0,3,1,0,0,0,6,74,16,0,2,14,15,7
Suisun Police Department,2022,38,251,4,3,2,23,76,72,6,1,9,7,1,0,0,17,0,1,2,0,2,0,3,0,123,12,0,1,19,38,2
Sunnyvale Department of Public Safety,2017,210,368,6,123,0,12,173,667,249,4,10,9,0,0,0,206,24,1,22,1,1,9,15,34,189,19,0,8,31,37,31
Sunnyvale Department of Public Safety,2018,178,325,4,88,1,11,182,501,196,4,12,11,0,0,0,157,9,0,30,1,0,6,11,43,201,20,0,8,20,30,41
Sunnyvale Department of Public Safety,2019,199,369,9,65,0,12,220,538,162,6,7,4,0,0,0,128,12,1,22,0,0,11,10,40,190,32,0,11,51,47,32
Sunnyvale Department of Public Safety,2020,208,231,8,79,0,12,113,474,123,0,16,13,0,0,0,95,7,3,31,1,0,7,13,31,215,15,0,12,42,25,30
Sunnyvale Department of Public Safety,2021,48,211,1,21,0,80,68,62,0,1,1,9,0,0,0,25,0,0,8,2,0,0,2,4,83,8,0,7,23,8,2
Sunnyvale Department of Public Safety,2022,124,632,4,62,2,180,193,156,0,4,5,23,0,0,0,136,1,0,23,0,0,8,7,37,287,40,0,6,48,53,7
Susanville Police Department,2017,43,117,2,10,0,2,14,95,1,0,0,1,0,0,0,12,4,0,3,0,1,0,2,2,38,7,0,1,7,11,3
Susanville Police Department,2018,48,102,0,14,1,0,17,67,21,0,2,0,0,0,0,18,9,0,1,0,0,0,2,3,30,4,0,1,6,10,2
Susanville Police Department,2019,38,74,0,13,0,18,11,70,0,2,0,1,0,0,0,10,1,0,6,0,2,0,0,0,34,10,0,2,5,15,3
Susanville Police Department,2020,40,70,1,26,0,8,14,72,9,0,0,2,0,0,0,16,1,0,2,2,0,0,0,0,26,6,0,1,4,5,2
Susanville Police Department,2021,1,22,0,1,0,3,2,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,3,0,0,0,1,1,0
Susanville Police Department,2022,25,47,1,1,0,30,20,19,0,2,0,0,0,0,0,15,4,0,7,2,0,0,0,4,19,0,0,0,6,7,0
Sutter County Sheriff's Department,2017,113,350,1,37,0,3,151,250,2,1,3,4,0,0,0,84,1,1,15,1,0,0,7,7,76,23,0,4,14,38,16
Sutter County Sheriff's Department,2018,103,365,0,19,0,4,137,245,0,1,4,2,0,0,0,96,3,2,12,1,2,2,4,5,80,25,0,4,13,32,21
Sutter County Sheriff's Department,2019,98,369,0,30,0,4,66,248,1,1,2,2,0,0,0,120,0,0,11,2,0,0,2,18,71,19,0,6,7,31,9
Sutter County Sheriff's Department,2020,66,208,1,18,0,4,44,188,1,2,0,3,0,0,0,94,0,0,11,4,0,0,1,5,54,8,0,3,9,31,3
Sutter County Sheriff's Department,2022,103,419,0,18,0,4,89,277,63,1,4,5,0,0,0,66,0,1,4,1,0,0,5,4,93,7,0,5,27,68,9
Sutter Creek Police Department,2017,8,11,0,0,0,0,19,25,10,0,0,1,0,0,0,3,1,0,3,0,0,0,0,0,5,3,0,0,1,5,0
Sutter Creek Police Department,2018,1,12,0,1,0,0,21,19,6,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,4,3,0,0,1,4,0
Sutter Creek Police Department,2019,4,10,0,0,0,0,7,13,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,3,0,0,1,3,0
Sutter Creek Police Department,2020,6,10,1,0,0,0,8,29,2,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,4,0,0,0,1,1,0
Sutter Creek Police Department,2022,5,11,0,0,0,2,13,13,2,0,0,2,0,0,0,3,0,0,1,0,0,0,0,0,4,0,0,0,2,1,1
Taft Police Department,2017,31,253,1,17,0,9,25,116,54,0,3,1,0,0,0,38,0,0,5,0,1,0,1,4,22,11,0,0,5,12,3
Taft Police Department,2018,22,304,0,16,0,2,28,106,53,0,1,2,0,0,0,6,0,0,6,0,0,0,1,4,30,7,0,3,1,19,2
Taft Police Department,2019,24,220,0,13,0,1,91,103,56,1,0,0,0,0,0,6,0,0,2,0,0,0,0,3,48,15,0,7,8,17,5
Taft Police Department,2020,18,278,1,9,0,3,78,132,46,0,0,0,0,0,0,9,0,0,5,0,0,0,2,3,34,14,0,0,10,16,5
Taft Police Department,2022,23,156,1,6,0,47,62,78,42,0,0,6,0,0,0,11,0,0,4,0,0,0,0,4,33,11,0,0,13,21,7
Tehachapi Police Department,2017,29,116,1,23,0,1,16,152,18,0,0,1,0,0,0,6,0,0,13,0,2,0,0,3,46,6,0,0,8,23,5
Tehachapi Police Department,2018,58,155,2,23,0,5,14,133,25,1,1,2,0,0,0,12,3,0,9,0,1,0,0,7,48,16,0,0,6,29,13
Tehachapi Police Department,2019,62,155,0,41,0,4,34,123,25,1,4,2,0,0,0,13,1,0,3,2,1,0,3,8,38,12,0,1,16,17,2
Tehachapi Police Department,2020,63,153,0,37,0,0,17,90,30,0,2,3,0,0,0,18,0,0,4,0,1,0,1,9,39,13,0,0,6,22,4
Tehachapi Police Department,2022,17,188,1,6,0,20,17,42,2,0,0,5,0,0,0,30,0,0,2,0,1,0,0,7,40,9,0,0,1,10,3
Tehama County Sheriff's Department,2017,57,68,0,8,0,1,0,231,6,1,0,2,0,0,0,7,1,0,4,2,1,0,3,3,63,16,0,0,8,33,4
Tehama County Sheriff's Department,2018,83,135,1,19,0,1,2,187,15,0,0,2,0,0,0,8,0,0,2,1,0,0,1,6,73,9,0,3,8,33,7
Tehama County Sheriff's Department,2019,68,137,0,15,0,0,2,195,13,0,2,7,0,0,0,4,0,0,14,1,0,0,0,4,65,15,0,0,11,32,4
Tehama County Sheriff's Department,2020,70,95,0,6,0,1,0,109,16,0,1,1,0,0,0,6,2,0,1,1,0,0,2,1,53,4,0,2,8,15,1
Tehama County Sheriff's Department,2021,34,84,1,6,0,72,1,46,0,0,1,11,0,0,0,3,0,0,1,1,0,0,5,1,59,9,0,0,11,18,0
Tehama County Sheriff's Department,2022,20,112,4,12,0,59,1,68,0,0,7,8,0,0,0,4,0,0,1,2,0,0,2,6,79,12,0,0,7,21,0
Tiburon Police Department,2017,4,7,0,11,0,0,9,3,4,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,8,1,0,0,0,3,0
Tiburon Police Department,2018,5,4,0,5,0,0,12,4,4,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,6,1,0,2,0,0,1
Tiburon Police Department,2019,3,3,0,5,0,0,9,2,2,0,0,2,0,0,0,1,0,1,2,0,0,0,0,0,2,4,0,0,0,1,0
Tiburon Police Department,2020,7,6,0,2,0,0,5,9,3,0,1,0,0,0,0,3,0,0,4,0,0,0,1,0,7,5,0,0,1,1,0
Tiburon Police Department,2022,6,2,1,5,0,0,8,3,3,0,2,4,0,0,0,3,0,0,2,0,0,0,0,0,9,3,0,0,0,1,0
Torrance Police Department,2017,105,322,2,142,0,1,192,431,257,5,51,10,0,0,0,313,15,7,127,6,0,1,4,70,117,45,0,0,27,46,21
Torrance Police Department,2018,126,320,3,160,0,2,173,481,250,0,37,20,0,0,0,235,8,0,106,6,0,11,5,78,149,29,0,0,24,49,20
Torrance Police Department,2019,152,268,4,117,0,2,172,495,199,2,47,2,0,0,0,338,7,2,83,0,0,0,4,85,132,45,0,0,33,46,20
Torrance Police Department,2020,102,211,1,117,0,0,132,403,152,1,27,9,0,0,0,261,1,0,105,7,0,0,3,58,154,35,0,1,28,54,15
Torrance Police Department,2021,1,27,0,6,0,9,15,9,0,0,1,3,0,0,0,17,2,0,9,0,0,0,0,2,7,2,0,1,2,4,0
Torrance Police Department,2022,102,350,9,55,0,106,166,258,0,1,12,43,0,0,0,205,8,0,48,2,0,0,6,60,140,23,0,1,49,60,3
Tracy Police Department,2017,170,645,2,130,0,4,84,431,151,6,10,22,0,0,0,66,4,0,32,7,1,1,5,30,207,40,0,8,26,62,21
Tracy Police Department,2018,175,705,0,148,0,4,80,402,121,1,9,26,0,0,0,94,3,1,23,6,0,1,6,35,200,33,0,3,27,45,18
Tracy Police Department,2019,154,531,2,78,0,3,116,271,134,5,6,17,0,0,0,39,1,0,17,3,1,4,4,13,186,21,0,11,21,40,12
Tracy Police Department,2020,130,191,2,45,0,8,81,84,100,1,2,7,0,0,0,18,0,0,10,7,0,0,1,16,125,14,0,3,21,17,8
Tracy Police Department,2021,41,117,1,16,0,98,88,107,0,1,2,5,0,2,0,45,2,0,5,2,0,2,0,9,131,8,0,4,16,41,1
Tracy Police Department,2022,88,178,1,15,1,157,89,157,0,12,6,13,0,0,0,40,0,0,9,4,0,2,4,35,127,16,0,1,29,50,1
Trinity County Sheriff's Department,2017,64,180,0,4,0,2,107,76,64,1,2,3,0,0,0,7,1,0,5,3,0,0,3,8,23,4,0,0,8,20,5
Trinity County Sheriff's Department,2018,47,191,1,10,0,0,88,91,8,1,1,0,0,0,0,6,1,1,4,2,4,0,0,6,26,4,0,0,3,11,7
Trinity County Sheriff's Department,2019,21,120,1,8,0,0,72,96,1,0,0,2,0,0,0,5,0,1,2,3,4,0,0,1,22,3,0,0,6,5,4
Trinity County Sheriff's Department,2020,50,83,2,8,0,0,63,77,10,0,1,0,0,0,0,2,0,0,7,2,0,0,3,0,24,2,0,1,5,21,0
Trinity County Sheriff's Department,2022,37,64,3,15,0,17,3,44,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,3,23,3,0,0,7,3,2
Truckee Police Department,2017,29,55,0,6,0,1,92,30,56,0,2,2,0,0,0,9,2,0,4,0,0,0,1,0,35,8,0,4,2,6,2
